text,retweet_count,favorite_count,month,year
Thank you Andrew - We all miss beautiful Meadow! https://t.co/a5PLSwpJyx,19137,86372,2,2019
Thank you JT! https://t.co/L1HDeXWazc,13426,60624,2,2019
Amazing! https://t.co/uUNCL1hPAk,35209,126559,2,2019
"“The biggest abuse of power and corruption scandal in our history, and it’s much worse than we thought. Andrew McCabe (FBI) admitted to plotting a coup (government overthrow) when he was serving in the FBI, before he was fired for lying &amp; leaking.” @seanhannity @FoxNews  Treason!",27767,96093,2,2019
Today more than 50 countries around the world now recognize the rightful government of Venezuela. The Venezuelan people have spoken and the world has heard their voice. They are turning the page on Socialism and Dictatorship; and there will be NO GOING BACK! https://t.co/C3DL5RFfiE,25248,84933,2,2019
"I ask every member of the Maduro regime: End this nightmare of poverty, hunger and death. LET YOUR PEOPLE GO. Set your country free! Now is the time for all Venezuelan Patriots to act together, as one united people. Nothing could be better for the future of Venezuela!",41710,149106,2,2019
The people of Venezuela are standing for FREEDOM and DEMOCRACY – and the United States of America is standing right by their side!,31243,111740,2,2019
"We are here to proclaim that a new day is coming in Latin America. In Venezuela and across the Western Hemisphere, Socialism is DYING - and liberty, prosperity, and democracy are being REBORN...https://t.co/hPL5W48Pmg",30371,96238,2,2019
RT @FLOTUS: A beautiful ceremony at @Nicklaus4kids hospital today to celebrate their new changes! I hope the garden nurtures &amp; heals all th…,15862,0,2,2019
"Hope you are enjoying your President’s Day, our Country is making unprecedented progress!",24406,155613,2,2019
“This was an illegal coup attempt on the President of the United States.” Dan Bongino on @foxandfriends  True!,30285,115200,2,2019
Great analysis by @foxandfriends!,10108,60840,2,2019
"....There is a lot of explaining to do to the millions of people who had just elected a president who they really like and who has done a great job for them with the Military, Vets, Economy and so much more. This was the illegal and treasonous “insurance policy” in full action!",29342,122616,2,2019
"Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story gets even more deranged. He and Rod Rosenstein, who was hired by Jeff Sessions (another beauty), look like they were planning a very illegal act, and got caught.....",35962,143029,2,2019
"“After two years and interviewing more than two hundred witnesses, the Senate Intelligence Committee has NOT discovered any direct evidence of a conspiracy between the Trump Campaign and Russia.”  Ken Dilanian @NBCNews",22508,92701,2,2019
RT @KimStrassel: Death of a California Dream https://t.co/sBnSecSriX via @WSJOpinion,8929,0,2,2019
"William Barr is arriving at a Justice Department that desperately needs an infusion of credibility, writes @KimStrassel https://t.co/naY9XOxb12 via @WSJ",18736,71786,2,2019
"RT @realDonaldTrump: ....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton pe…",43018,0,2,2019
RT @realDonaldTrump: Disgraced FBI Acting Director Andrew McCabe pretends to be a “poor little Angel” when in fact he was a big part of the…,38879,0,2,2019
"The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, except for the Collusion and many crimes committed by the Democrats. Witch Hunt!",29228,126340,2,2019
"“These guys, the investigators, ought to be in jail. What they have done, working with the Obama intelligence agencies, is simply unprecedented. This is one of the greatest political hoaxes ever perpetrated on the people of this Country, and Mueller is a coverup.”  Rush Limbaugh",39164,138867,2,2019
https://t.co/r8N9m5vQlF,15545,70410,2,2019
https://t.co/y61loNunTJ,13546,59527,2,2019
THE RIGGED AND CORRUPT MEDIA IS THE ENEMY OF THE PEOPLE!,53079,205895,2,2019
"Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with these total Republican hit jobs without retribution? Likewise for many other shows? Very unfair and should be looked into. This is the real Collusion!",23789,113759,2,2019
"52% Approval Rating, 93% in Republican Party ( a record )! Pretty amazing considering that 93% (also) of my press is REALLY BAD. The “people” are SMART!",31037,141738,2,2019
Democrats in the Senate are still slow walking hundreds of highly qualified people wanting to come into government. Never been such an abuse in our country’s history. Mitch should not let Senate go home until all are approved. We need our Ambassadors and all others NOW!,28603,109116,2,2019
"Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo many different fronts! Our Country has such fantastic potential for future growth and greatness on an even higher level!",16921,80443,2,2019
RT @TomFitton: .@NYTIMES complains @realDonaldTrump crackdown on asylum scamming is working.  https://t.co/K8j94ITalL,11307,0,2,2019
RT @TomFitton: Mueller Will Harass @RealDonaldTrump for Entire Term https://t.co/eoQVP6MsmF via @JudicialWatch,11360,0,2,2019
RT @TomFitton: BIG: Strzok/Page Docs Show More Collusion to Protect Hillary Clinton; Voter Fraud Crisis--Thousands of Aliens Illegally Voti…,12221,0,2,2019
RT @real_defender: @realDonaldTrump Protecting America and putting Americans first. Thank you Mr. President!,8406,0,2,2019
"....The U.S. does not want to watch as these ISIS fighters permeate Europe, which is where they are expected to go. We do so much, and spend so much - Time for others to step up and do the job that they are so capable of doing. We are pulling back after 100% Caliphate victory!",19633,88314,2,2019
"The United States is asking Britain, France, Germany and other European allies to take back over 800 ISIS fighters that we captured in Syria and put them on trial. The Caliphate is ready to fall. The alternative is not a good one in that we will be forced to release them........",22924,92765,2,2019
RT @realDonaldTrump: https://t.co/nJORBjwint,27095,0,2,2019
"Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings with me at Mar-a-Lago giving the details. In the meantime, Billions of Dollars are being paid to the United States by China in the form of Trade Tariffs!",22498,108251,2,2019
BUILDING THE WALL!,66293,299029,2,2019
https://t.co/nJORBjwint,44161,139029,2,2019
https://t.co/f6Jd2FzayZ,21838,91802,2,2019
"Great job by law enforcement in Aurora, Illinois. Heartfelt condolences to all of the victims and their families. America is with you!",22895,130038,2,2019
https://t.co/BliAo5YDqb,43624,137247,2,2019
RT @WhiteHouse: President Trump Speaks on the National Security &amp; Humanitarian Crisis on Our Southern Border https://t.co/FqdfFORbv5,15959,0,2,2019
“Trying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power grabbing...which happens in third world countries. You have to obey the law. This is an attack on our system &amp; Constitution.” Alan Dershowitz. @TuckerCarlson,42893,154243,2,2019
"RT @WhiteHouse: .@PressSec: President Trump will sign the government funding bill, and as he has stated before, he will also take other exe…",18734,0,2,2019
"“After The Flight 93 Election, The Vote That Saved America - And What We Still Have To Lose,” by very talented Michael Anton, is a terrific read. Check it out!",14396,75858,2,2019
"One year ago today, a horrific act of violence took the lives of 14 students and 3 educators in Parkland, Florida. On this somber anniversary, we honor their memory and recommit to ensuring the safety of all Americans, especially our Nation’s children... https://t.co/MDnSX1BFeW https://t.co/EVAeSwA8oV",15971,72421,2,2019
Reviewing the funding bill with my team at the @WhiteHouse!,16557,102343,2,2019
funding bill,638,1854,2,2019
"....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton people for her campaign - he gave Hillary a pass. McCabe is a disgrace to the FBI and a disgrace to our Country. MAKE AMERICA GREAT AGAIN!",43038,167554,2,2019
